id_cliente,idade,genero,cidade,canal_aquisicao,churn,recencia_dias,frequencia_compras,valor_total,ticket_medio,std_valor,cliente_sem_compra,compras_beleza,compras_casa,compras_eletrônicos,compras_esportes,compras_moda,metodo_preferido,dias_entre_compras,prop_compras_beleza,prop_compras_casa,prop_compras_eletrônicos,prop_compras_esportes,prop_compras_moda,ticket_medio_rel,score_churn,segmento
7108,33,M,RJ,Orgânico,0,1012,9,1344.74,149.42,94.69,0,2,0,1,3,3,Cartão,296,0.2222222222222222,0.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.8696553496250513,0.09490117966722655,Muito Baixo
7109,6,M,BH,Google,0,1049,13,1869.62,143.82,92.62,0,3,2,0,4,4,Cartão,251,0.2307692307692307,0.1538461538461538,0.0,0.3076923076923077,0.3076923076923077,0.8370621896872901,0.08839775908821665,Muito Baixo
7110,39,M,RJ,Orgânico,1,1232,5,1071.64,214.33,157.28,0,1,2,1,0,1,Cartão,41,0.2,0.4,0.2,0.0,0.2,1.247444994546495,0.5464420414766273,Médio
7111,23,F,RJ,Google,0,1044,17,3554.29,209.08,168.82,0,3,4,1,5,4,Cartão,264,0.1764705882352941,0.2352941176470588,0.0588235294117647,0.2941176470588235,0.2352941176470588,1.2168889071048437,0.08654740629740629,Muito Baixo
7112,36,F,RJ,Orgânico,0,987,6,851.97,142.0,82.33,0,0,1,1,0,4,Cartão,251,0.0,0.1666666666666666,0.1666666666666666,0.0,0.6666666666666666,0.8264694127075177,0.35590842810692724,Baixo
7113,50,F,RJ,Facebook,0,1147,2,713.1,356.55,35.34,0,0,1,0,0,1,Cartão,139,0.0,0.5,0.0,0.0,0.5,2.075194852822996,0.6455193839340776,Alto
7114,23,M,RJ,Orgânico,0,1164,7,1985.1,283.59,160.66,0,1,2,0,1,3,Boleto,143,0.1428571428571428,0.2857142857142857,0.0,0.1428571428571428,0.4285714285714285,1.6505525404910206,0.3270492631346337,Baixo
7115,47,M,RJ,Facebook,1,1268,2,233.87,116.94,27.47,0,0,1,0,1,0,Boleto,28,0.0,0.5,0.0,0.5,0.0,0.6806150219860361,0.7988986161045323,Alto
7116,29,F,SP,Google,0,1147,7,949.93,135.7,130.3,0,0,3,3,1,0,Cartão,144,0.0,0.4285714285714285,0.4285714285714285,0.1428571428571428,0.0,0.7898021077775362,0.3715997666097392,Baixo
7117,56,F,SP,Indicação,0,1155,8,1808.34,226.04,134.95,0,1,2,3,0,2,Cartão,120,0.125,0.25,0.375,0.0,0.25,1.3155996200592062,0.16599915422532358,Muito Baixo
7118,30,F,RJ,Indicação,0,980,10,1933.73,193.37,127.32,0,1,2,1,4,2,Cartão,286,0.1,0.2,0.1,0.4,0.2,1.12545345306516,0.0567501920382355,Muito Baixo
7119,24,M,RJ,Google,0,831,16,1687.2,105.45,55.32,0,2,5,2,4,3,Cartão,474,0.125,0.3125,0.125,0.25,0.1875,0.613740842042308,0.1439037778670132,Muito Baixo
7120,43,F,BH,Google,1,867,5,1032.51,206.5,132.74,0,0,2,0,1,2,Cartão,436,0.0,0.4,0.0,0.2,0.4,1.2018727727049463,0.4400019673932841,Médio
7121,29,F,SP,Orgânico,0,1137,10,1136.16,113.62,90.88,0,2,1,1,2,4,Boleto,161,0.2,0.1,0.1,0.2,0.4,0.6612919343086491,0.07359333831036978,Muito Baixo
7122,24,M,SP,Google,0,1100,11,1296.27,117.84,77.6,0,2,1,1,1,6,Pix,206,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.5454545454545454,0.6858532084046048,0.10593003199959079,Muito Baixo
7123,29,F,SP,Facebook,0,1240,4,738.31,184.58,62.17,0,1,0,1,1,1,Cartão,52,0.25,0.0,0.25,0.25,0.25,1.0742938323771385,0.25517355417200377,Baixo
7124,34,F,SP,Indicação,0,1157,5,933.08,186.62,135.93,0,1,1,2,1,0,Cartão,124,0.2,0.2,0.4,0.2,0.0,1.086167054925894,0.13659775899059312,Muito Baixo
7125,51,F,BH,Indicação,1,1036,13,3314.74,254.98,214.52,0,3,2,4,2,2,Cartão,267,0.2307692307692307,0.1538461538461538,0.3076923076923077,0.1538461538461538,0.1538461538461538,1.484036414451851,0.0867886305634784,Muito Baixo
7126,11,F,RJ,Google,0,953,11,2156.06,196.01,85.15,0,2,2,3,4,0,Cartão,327,0.1818181818181818,0.1818181818181818,0.2727272727272727,0.3636363636363636,0.0,1.1408187998929615,0.10262531042054611,Muito Baixo
7127,35,M,BH,Indicação,0,1142,7,1373.11,196.16,112.39,0,3,2,2,0,0,Boleto,151,0.4285714285714285,0.2857142857142857,0.2857142857142857,0.0,0.0,1.141691830962723,0.39786884104420456,Baixo
7128,42,F,RJ,Google,1,971,3,592.79,197.6,103.48,0,0,1,2,0,0,Cartão,316,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.150072929232433,0.6610952551199648,Alto
7129,37,M,BSB,Google,0,1115,6,589.61,98.27,83.79,0,0,2,1,0,3,Cartão,187,0.0,0.3333333333333333,0.1666666666666666,0.0,0.5,0.5719517548363927,0.30052020313864036,Baixo
7130,50,F,POA,Facebook,1,1092,2,611.75,305.88,106.82,0,0,0,1,0,1,Cartão,55,0.0,0.0,0.5,0.0,0.5,1.780284957457574,0.7975060482235998,Alto
7131,34,M,RJ,Orgânico,1,1177,8,819.5,102.44,50.7,0,2,1,3,0,2,Cartão,124,0.25,0.125,0.375,0.0,0.25,0.5962220185757613,0.5188811315993864,Médio
7132,32,F,BSB,Google,0,1172,5,980.26,196.05,83.78,0,1,1,0,1,2,Cartão,124,0.2,0.2,0.0,0.2,0.4,1.1410516081782314,0.5170727056390307,Médio
7133,42,F,RJ,Google,0,1230,7,1982.3,283.19,196.91,0,0,0,2,2,3,Boleto,72,0.0,0.0,0.2857142857142857,0.2857142857142857,0.4285714285714285,1.6482244576383234,0.2981247140036605,Baixo
7134,36,M,POA,Indicação,0,962,7,1764.77,252.11,199.33,0,0,2,3,0,2,Cartão,338,0.0,0.2857142857142857,0.4285714285714285,0.0,0.2857142857142857,1.4673324199837483,0.1282988546218661,Muito Baixo
7135,30,F,BSB,Facebook,0,1041,9,2626.77,291.86,229.61,0,2,0,1,2,4,Cartão,261,0.2222222222222222,0.0,0.1111111111111111,0.2222222222222222,0.4444444444444444,1.698685653470536,0.20128670381315822,Baixo
7136,41,F,POA,Indicação,0,907,6,1494.55,249.09,121.5,0,0,2,0,3,1,Cartão,397,0.0,0.3333333333333333,0.0,0.5,0.1666666666666666,1.4497553944458843,0.19113509176062815,Muito Baixo
7137,27,M,RJ,Orgânico,0,967,8,1554.61,194.33,119.65,0,1,3,1,0,3,Cartão,333,0.125,0.375,0.125,0.0,0.375,1.1310408519116333,0.40551666426591876,Médio
7138,27,F,BH,Orgânico,1,999,2,442.5,221.25,176.25,0,1,0,0,1,0,Cartão,163,0.5,0.0,0.0,0.5,0.0,1.287720827898157,0.7299924054379964,Alto
7139,28,F,RJ,Facebook,0,1084,8,1262.64,157.83,85.51,0,3,2,0,1,2,Cartão,197,0.375,0.25,0.0,0.125,0.25,0.9186032916030108,0.3607993734908485,Baixo
7140,51,F,SP,Indicação,0,1099,12,2907.78,242.32,210.91,0,4,3,0,1,4,Cartão,197,0.3333333333333333,0.25,0.0,0.0833333333333333,0.3333333333333333,1.4103525921639837,0.04729114349702583,Muito Baixo
7141,-3,F,SP,Orgânico,0,1081,6,891.39,148.56,92.82,0,2,1,0,0,3,Boleto,219,0.3333333333333333,0.1666666666666666,0.0,0.0,0.5,0.8646499714917523,0.348489873703907,Baixo
7142,39,F,BSB,Google,0,1269,4,805.58,201.4,150.99,0,1,0,0,0,3,Cartão,28,0.25,0.0,0.0,0.0,0.75,1.1721897163330568,0.39314859459930634,Baixo
7143,35,M,SP,Facebook,0,1180,3,322.58,107.53,85.43,0,0,1,1,0,1,Cartão,114,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6258468728763337,0.4446101531520624,Médio
7144,14,M,RJ,Facebook,0,1135,8,1467.32,183.42,153.19,0,2,3,0,1,2,Cartão,148,0.25,0.375,0.0,0.125,0.25,1.067542392104316,0.4129362864642987,Médio
7145,38,F,SP,Google,0,1147,10,1199.33,119.93,88.99,0,2,1,3,0,4,Boleto,146,0.2,0.1,0.3,0.0,0.4,0.6980174413099479,0.11487972910252599,Muito Baixo
7146,40,F,SP,Orgânico,0,1116,5,814.48,162.9,107.73,0,0,2,1,0,2,Cartão,176,0.0,0.4,0.2,0.0,0.4,0.948111741760948,0.41497608962350135,Médio
7147,42,M,BSB,Orgânico,1,984,5,996.81,199.36,117.67,0,0,1,0,2,2,Pix,308,0.0,0.2,0.0,0.4,0.4,1.160316493784301,0.6549740151057047,Alto
7148,3,M,BSB,Facebook,0,1044,11,1914.13,174.01,151.09,0,0,3,2,3,3,Cartão,249,0.0,0.2727272727272727,0.1818181818181818,0.2727272727272727,0.2727272727272727,1.0127742429946136,0.13083124558616577,Muito Baixo
7149,51,M,RJ,Orgânico,0,1141,3,283.2,94.4,47.19,0,0,0,1,1,1,Cartão,157,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.549427553236547,0.4607476861171291,Médio
7150,26,M,SP,Facebook,1,1089,4,669.76,167.44,30.69,0,1,2,0,0,1,Cartão,121,0.25,0.5,0.0,0.0,0.25,0.9745354821390616,0.30579778708922534,Baixo
7151,43,M,RJ,Orgânico,0,985,10,1768.08,176.81,146.97,0,2,0,1,3,4,Cartão,315,0.2,0.0,0.1,0.3,0.4,1.0290708229634944,0.10238538768023062,Muito Baixo
7152,43,M,RJ,Google,1,1088,7,1459.61,208.52,144.26,0,0,2,1,2,2,Cartão,212,0.0,0.2857142857142857,0.1428571428571428,0.2857142857142857,0.2857142857142857,1.2136295911110675,0.701441826057413,Alto
7153,24,F,SP,Google,0,949,11,1313.95,119.45,73.84,0,3,2,2,1,3,Cartão,351,0.2727272727272727,0.1818181818181818,0.1818181818181818,0.0909090909090909,0.2727272727272727,0.6952237418867112,0.10331746935542746,Muito Baixo
7154,42,F,SP,Google,0,1096,5,1134.36,226.87,95.37,0,1,0,1,1,2,Cartão,158,0.2,0.0,0.2,0.2,0.4,1.3204303919785532,0.3455731736629681,Baixo
7155,30,F,RJ,Indicação,0,1035,8,1719.15,214.89,277.6,0,1,1,0,4,2,Cartão,235,0.125,0.125,0.0,0.5,0.25,1.2507043105402709,0.11450844591052495,Muito Baixo
7156,10,F,SP,Google,0,979,17,2242.42,131.91,108.55,0,2,3,4,5,3,Cartão,322,0.1176470588235294,0.1764705882352941,0.2352941176470588,0.2941176470588235,0.1764705882352941,0.76774352274823,0.08548983580314423,Muito Baixo
7157,49,F,RJ,Google,0,1095,9,1729.29,192.14,102.28,0,2,0,3,0,4,Cartão,191,0.2222222222222222,0.0,0.3333333333333333,0.0,0.4444444444444444,1.1182945982931158,0.13320207954876254,Muito Baixo
7158,25,M,SP,Orgânico,0,1061,5,306.74,61.35,22.52,0,2,1,1,1,0,Cartão,193,0.4,0.2,0.2,0.2,0.0,0.3570697075324381,0.3300936823826508,Baixo
7159,24,M,RJ,Orgânico,0,1090,17,2011.65,118.33,79.4,0,3,4,2,2,6,Cartão,206,0.1764705882352941,0.2352941176470588,0.1176470588235294,0.1176470588235294,0.3529411764705882,0.6887051098991589,0.10094157412404538,Muito Baixo
7160,30,M,SP,Indicação,0,1037,10,1805.03,180.5,66.39,0,1,4,0,1,4,Cartão,236,0.1,0.4,0.0,0.1,0.4,1.0505473872796265,0.04111189988676235,Muito Baixo
7161,38,M,POA,Orgânico,0,947,7,1471.07,210.15,142.24,0,1,0,2,1,3,Cartão,350,0.1428571428571428,0.0,0.2857142857142857,0.1428571428571428,0.4285714285714285,1.2231165287358088,0.37765853896665047,Baixo
7162,34,M,RJ,Orgânico,0,1107,6,973.67,162.28,99.34,0,0,1,0,1,4,Cartão,180,0.0,0.1666666666666666,0.0,0.1666666666666666,0.6666666666666666,0.9445032133392672,0.2441542483122969,Baixo
7163,41,M,SP,Indicação,0,1148,7,2256.26,322.32,219.54,0,1,2,1,1,2,Cartão,144,0.1428571428571428,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.2857142857142857,1.8759691627034305,0.07474216143453502,Muito Baixo
7164,18,F,RJ,Indicação,0,1084,10,1584.39,158.44,103.77,0,2,4,1,1,2,Cartão,206,0.2,0.4,0.1,0.1,0.2,0.922153617953374,0.07364363565458937,Muito Baixo
7165,26,F,BSB,Orgânico,1,1082,7,1064.86,152.12,122.96,0,1,0,1,1,4,Cartão,219,0.1428571428571428,0.0,0.1428571428571428,0.1428571428571428,0.5714285714285714,0.8853699088807577,0.5265498999725563,Médio
7166,33,M,BH,Indicação,0,1113,7,1205.21,172.17,104.15,0,2,1,1,2,1,Cartão,185,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.1428571428571428,1.0020650618722065,0.19268218633651182,Muito Baixo
7167,57,F,BH,Google,0,1193,6,1075.1,179.18,93.76,0,1,2,2,0,1,Cartão,79,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.1666666666666666,1.0428647138657254,0.3405400606028681,Baixo
7168,33,M,SP,Facebook,0,1237,2,271.35,135.68,135.9,0,0,0,1,1,0,Boleto,46,0.0,0.0,0.5,0.5,0.0,0.7896857036349014,0.38232012908815105,Baixo
7169,48,F,RJ,Facebook,0,1053,4,854.6,213.65,84.12,0,2,0,0,0,2,Cartão,233,0.5,0.0,0.0,0.0,0.5,1.2434872536969095,0.41263606422218463,Médio
7170,35,M,BH,Orgânico,0,1074,6,1323.14,220.52,137.54,0,0,0,0,0,6,Cartão,212,0.0,0.0,0.0,0.0,1.0,1.2834720766919845,0.2734997171570855,Baixo
7171,29,M,RJ,Indicação,1,1111,6,1095.33,182.55,152.76,0,0,0,4,1,1,Cartão,121,0.0,0.0,0.6666666666666666,0.1666666666666666,0.1666666666666666,1.0624788118996995,0.4083439542465114,Médio
7172,32,F,BSB,Orgânico,0,1033,4,582.4,145.6,79.92,0,0,1,1,1,1,Cartão,264,0.0,0.25,0.25,0.25,0.25,0.8474221583817927,0.5340506332521683,Médio
7173,32,M,SP,Orgânico,0,1170,5,556.09,111.22,84.01,0,1,1,1,1,1,Cartão,121,0.2,0.2,0.2,0.2,0.2,0.6473234371924657,0.2888418813178106,Baixo
7174,42,F,SP,Facebook,1,1184,3,339.98,113.33,105.07,0,1,1,0,0,1,Cartão,116,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6596040742404435,0.47430253883081974,Médio
7175,51,F,BSB,Orgânico,0,1236,2,200.77,100.38,31.76,0,1,0,0,0,1,Cartão,60,0.5,0.0,0.0,0.0,0.5,0.5842323918843706,0.7153188748324057,Alto
7176,39,M,RJ,Google,0,1081,7,1184.01,169.14,108.27,0,0,0,3,1,3,Cartão,213,0.0,0.0,0.4285714285714285,0.1428571428571428,0.4285714285714285,0.9844298342630248,0.2929746244867022,Baixo
7177,49,M,SP,Facebook,0,933,12,2999.27,249.94,210.61,0,0,2,4,2,4,Cartão,364,0.0,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.3333333333333333,1.454702570507866,0.13830946722130458,Muito Baixo
7178,23,M,SP,Orgânico,1,1018,9,1561.14,173.46,100.49,0,2,0,2,3,2,Cartão,259,0.2222222222222222,0.0,0.2222222222222222,0.3333333333333333,0.2222222222222222,1.009573129072155,0.35250315845344005,Baixo
7179,30,F,BSB,Indicação,0,977,10,1812.49,181.25,111.61,0,3,2,0,2,3,Cartão,320,0.3,0.2,0.0,0.2,0.3,1.0549125426284336,0.143166536622419,Muito Baixo
7180,26,F,SP,Orgânico,1,1168,7,756.83,108.12,57.69,0,1,2,1,0,3,Cartão,124,0.1428571428571428,0.2857142857142857,0.1428571428571428,0.0,0.4285714285714285,0.6292807950840621,0.5729235895377527,Médio
7181,38,M,SP,Google,0,1021,9,1107.76,123.08,90.8,0,0,2,3,1,3,Cartão,271,0.0,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.7163510937749386,0.12602705762874153,Muito Baixo
7182,30,M,SP,Orgânico,0,1248,4,910.24,227.56,90.56,0,1,1,0,2,0,Cartão,51,0.25,0.25,0.0,0.5,0.0,1.3244463348994555,0.3889595968435979,Baixo
7183,43,M,POA,Google,0,1021,7,1067.14,152.45,88.65,0,1,2,1,1,2,Cartão,274,0.1428571428571428,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.8872905772342329,0.4169349301389943,Médio
7184,23,M,POA,Indicação,0,1137,15,2341.67,156.11,138.26,0,5,3,2,3,2,Cartão,161,0.3333333333333333,0.2,0.1333333333333333,0.2,0.1333333333333333,0.9085925353364126,0.12307787753182486,Muito Baixo
7185,35,M,RJ,Facebook,0,1133,4,402.62,100.66,80.46,0,1,0,0,1,2,Cartão,153,0.25,0.0,0.0,0.25,0.5,0.5858620498812587,0.4893000018961995,Médio
7186,43,M,RJ,Indicação,0,1107,6,1657.91,276.32,181.74,0,2,2,1,0,1,Cartão,167,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.0,0.1666666666666666,1.6082396346432484,0.3492619976253019,Baixo
7187,10,M,SP,Google,0,1098,18,2630.5,146.14,144.86,0,4,5,2,3,4,Cartão,194,0.2222222222222222,0.2777777777777778,0.1111111111111111,0.1666666666666666,0.2222222222222222,0.8505650702329339,0.05229022374295482,Muito Baixo
7188,60,F,SP,Facebook,0,1236,4,828.73,207.18,100.85,0,2,1,0,0,1,Pix,47,0.5,0.25,0.0,0.0,0.25,1.2058305135545315,0.22641555529784432,Baixo
7189,31,F,BSB,Indicação,0,1124,7,1477.99,211.14,154.8,0,0,2,2,2,1,Cartão,172,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.1428571428571428,1.2288785337962342,0.19650244715154638,Muito Baixo
7190,10,M,SP,Indicação,0,1070,14,2550.63,182.19,153.18,0,4,5,1,0,4,Cartão,228,0.2857142857142857,0.3571428571428571,0.0714285714285714,0.0,0.2857142857142857,1.060383537332272,0.13383404115139713,Muito Baixo
7191,36,M,RJ,Indicação,0,1108,11,2404.78,218.62,93.83,0,3,0,2,4,2,Cartão,189,0.2727272727272727,0.0,0.1818181818181818,0.3636363636363636,0.1818181818181818,1.2724136831416726,0.0635133454691418,Muito Baixo
7192,35,F,RJ,Indicação,0,1108,7,1634.77,233.54,153.03,0,1,0,2,1,3,Cartão,188,0.1428571428571428,0.0,0.2857142857142857,0.1428571428571428,0.4285714285714285,1.3592511735472794,0.13424969367464704,Muito Baixo
7193,34,M,SP,Orgânico,0,1172,4,711.06,177.76,59.74,0,0,1,2,0,1,Cartão,106,0.0,0.25,0.5,0.0,0.25,1.0346000197386502,0.3766861067121782,Baixo
7194,46,F,RJ,Orgânico,0,1080,9,2091.16,232.35,122.03,0,1,1,1,2,4,Cartão,196,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.4444444444444444,1.3523251270605052,0.08685516250440344,Muito Baixo
7195,43,F,RJ,Facebook,0,1080,8,2270.94,283.87,118.13,0,2,0,2,2,2,Cartão,205,0.25,0.0,0.25,0.25,0.25,1.6521821984879088,0.3887789025843051,Baixo
7196,38,M,BH,Facebook,0,1138,4,672.02,168.0,52.86,0,1,0,0,2,1,Cartão,152,0.25,0.0,0.0,0.5,0.25,0.977794798132838,0.5204069788833485,Médio
7197,40,F,SP,Indicação,0,924,13,1416.92,108.99,74.34,0,3,3,2,2,3,Cartão,370,0.2307692307692307,0.2307692307692307,0.1538461538461538,0.1538461538461538,0.2307692307692307,0.6343443752886785,0.05660877357936181,Muito Baixo
7198,33,F,SP,Google,0,1221,6,814.51,135.75,103.67,0,0,1,2,3,0,Cartão,74,0.0,0.1666666666666666,0.3333333333333333,0.5,0.0,0.7900931181341234,0.37196828921279756,Baixo
7199,56,M,RJ,Facebook,0,1191,3,313.79,104.6,62.93,0,0,1,0,0,2,Cartão,89,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6087936659803264,0.45797614328408626,Médio
7200,17,M,POA,Google,0,1262,7,1167.22,166.75,97.95,0,1,2,2,1,1,Cartão,31,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.9705195392181588,0.41687908984224104,Médio
7201,36,F,SP,Google,1,1121,7,912.1,130.3,97.8,0,1,0,1,1,4,Pix,141,0.1428571428571428,0.0,0.1428571428571428,0.1428571428571428,0.5714285714285714,0.7583729892661237,0.35689686987192476,Baixo
7202,35,M,POA,Indicação,1,1213,7,1366.2,195.17,143.37,0,1,2,0,1,3,Cartão,61,0.1428571428571428,0.2857142857142857,0.0,0.1428571428571428,0.4285714285714285,1.1359298259022972,0.10293791849723521,Muito Baixo
7203,44,F,BH,Facebook,0,873,5,936.87,187.37,178.43,0,1,0,1,0,3,Cartão,406,0.2,0.0,0.2,0.0,0.6,1.0905322102747013,0.30520090641296027,Baixo
7204,24,F,BSB,Google,0,1020,8,1158.29,144.79,90.49,0,0,1,4,0,3,Boleto,275,0.0,0.125,0.5,0.0,0.375,0.8427077906050808,0.3374428223045073,Baixo
7205,14,F,SP,Orgânico,0,1000,16,2076.89,129.81,81.42,0,2,1,2,3,8,Cartão,293,0.125,0.0625,0.125,0.1875,0.5,0.7555210877715696,0.03932114318143727,Muito Baixo
7206,36,F,SP,Orgânico,1,1110,5,416.28,83.26,47.91,0,1,1,0,1,2,Cartão,183,0.2,0.2,0.0,0.2,0.4,0.484590445788929,0.46090459675583795,Médio
7207,38,F,SP,Orgânico,0,1126,6,918.63,153.1,136.03,0,1,2,1,0,2,Cartão,146,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.0,0.3333333333333333,0.8910737118698658,0.3302452851408149,Baixo
7208,52,F,SP,Facebook,0,1140,1,104.15,104.15,0.0,0,0,0,0,0,1,Boleto,0,0.0,0.0,0.0,0.0,1.0,0.606174572771042,0.5452749784628769,Médio
7209,19,M,POA,Google,0,949,9,1542.81,171.42,102.84,0,1,0,3,0,5,Cartão,342,0.1111111111111111,0.0,0.3333333333333333,0.0,0.5555555555555556,0.9976999065233992,0.09294409820266109,Muito Baixo
7210,48,M,SP,Google,0,1117,9,2626.61,291.85,264.75,0,0,1,4,2,2,Cartão,152,0.0,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.2222222222222222,1.6986274513992188,0.1495840816669108,Muito Baixo
7211,63,M,RJ,Google,0,1194,5,803.51,160.7,103.18,0,2,0,0,0,3,Cartão,84,0.4,0.0,0.0,0.0,0.6,0.9353072860711132,0.32694326606583857,Baixo
7212,30,M,SP,Google,1,1042,12,1828.62,152.38,93.6,0,0,3,1,2,6,Cartão,247,0.0,0.25,0.0833333333333333,0.1666666666666666,0.5,0.8868831627350109,0.090002669161323,Muito Baixo
7213,19,F,BH,Orgânico,0,1056,11,1229.71,111.79,50.67,0,3,0,2,1,5,Cartão,233,0.2727272727272727,0.0,0.1818181818181818,0.0909090909090909,0.4545454545454545,0.6506409552575592,0.16617310689365467,Muito Baixo
7214,30,F,SP,Orgânico,0,758,7,1968.52,281.22,246.87,0,2,0,2,1,2,Cartão,496,0.2857142857142857,0.0,0.2857142857142857,0.1428571428571428,0.2857142857142857,1.6367586495887898,0.23169065189719745,Baixo
7215,35,F,SP,Orgânico,0,1116,7,794.74,113.53,78.52,0,2,3,1,0,1,Boleto,164,0.2857142857142857,0.4285714285714285,0.1428571428571428,0.0,0.1428571428571428,0.6607681156667922,0.5063011000902631,Médio
7216,41,F,SP,Orgânico,0,1101,5,1353.85,270.77,173.62,0,2,2,0,1,0,Boleto,182,0.4,0.4,0.0,0.2,0.0,1.5759374850620742,0.19284195670442103,Muito Baixo
7217,27,F,BH,Indicação,0,1106,9,756.55,84.06,54.27,0,1,2,2,1,3,Boleto,187,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.4892466114943235,0.13891454712621698,Muito Baixo
7218,53,M,SP,Orgânico,0,1030,4,557.33,139.33,54.84,0,1,0,0,1,2,Pix,216,0.25,0.0,0.0,0.25,0.5,0.8109294596657637,0.1758192809439869,Muito Baixo
7219,21,M,SP,Orgânico,0,935,13,1831.65,140.9,84.51,0,1,2,3,2,5,Cartão,355,0.0769230769230769,0.1538461538461538,0.2307692307692307,0.1538461538461538,0.3846153846153846,0.8200671848626003,0.13958039335099137,Muito Baixo
7220,14,M,SP,Indicação,0,1204,8,652.12,81.52,48.75,0,1,0,1,2,4,Cartão,87,0.125,0.0,0.125,0.25,0.5,0.474463285379696,0.13410798078483832,Muito Baixo
7221,48,F,POA,Google,0,1115,9,2788.97,309.89,150.32,0,1,3,3,0,2,Boleto,162,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.0,0.2222222222222222,1.803623988055864,0.21611454413373452,Baixo
7222,7,F,RJ,Google,0,1138,6,634.15,105.69,76.2,0,1,1,1,1,2,Cartão,145,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.6151376917539263,0.4005332204120941,Médio
7223,32,M,BH,Indicação,0,885,5,945.86,189.17,62.16,0,0,1,2,2,0,Cartão,374,0.0,0.2,0.4,0.4,0.0,1.1010085831118388,0.12668952819296878,Muito Baixo
7224,72,F,RJ,Facebook,1,1207,3,568.67,189.56,98.09,0,0,2,0,0,1,Cartão,32,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,1.1032784638932187,0.5822423735955667,Médio
7225,34,F,SP,Orgânico,1,1031,8,1517.57,189.7,88.91,0,0,1,3,3,1,Cartão,245,0.0,0.125,0.375,0.375,0.125,1.1040932928916627,0.5188491443268204,Médio
7226,21,M,RJ,Indicação,0,1095,8,1049.87,131.23,45.82,0,2,2,2,1,1,Boleto,192,0.25,0.25,0.25,0.125,0.125,0.7637857818986447,0.2021243615030632,Baixo
7227,34,F,SP,Indicação,0,1157,8,1691.07,211.38,166.29,0,2,3,0,0,3,Cartão,125,0.25,0.375,0.0,0.0,0.375,1.2302753835078526,0.15325066809197388,Muito Baixo
7228,34,M,RJ,Google,0,1127,9,1366.61,151.85,94.23,0,3,2,1,0,3,Cartão,153,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.0,0.3333333333333333,0.883798452955187,0.0849362555163942,Muito Baixo
7229,36,M,RJ,Facebook,0,1124,9,866.64,96.29,89.82,0,3,0,3,0,3,Boleto,154,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.5604277447155415,0.15856965112945387,Muito Baixo
7230,42,M,RJ,Facebook,0,1166,3,531.68,177.23,120.57,0,0,0,2,1,0,Boleto,113,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0315153099588263,0.4054405119942185,Médio
7231,22,M,SP,Orgânico,0,1169,9,1973.22,219.25,132.14,0,0,3,2,1,3,Cartão,116,0.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.3333333333333333,1.2760804136346708,0.09432992330250976,Muito Baixo
7232,55,F,SP,Facebook,0,1245,4,556.25,139.06,129.98,0,2,0,0,0,2,Cartão,46,0.5,0.0,0.0,0.0,0.5,0.8093580037401931,0.3014223830008351,Baixo
7233,37,F,BH,Orgânico,0,1176,4,1172.87,293.22,106.1,0,2,0,1,0,1,Pix,107,0.5,0.0,0.25,0.0,0.25,1.7066011351697068,0.4770497213488997,Médio
7234,43,F,BH,Indicação,0,925,10,2416.61,241.66,140.43,0,0,3,4,1,2,Cartão,358,0.0,0.3,0.4,0.1,0.2,1.4065112554570331,0.04312022927117763,Muito Baixo
7235,27,M,SP,Indicação,0,1022,9,2002.13,222.46,135.68,0,1,3,1,3,1,Cartão,266,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.1111111111111111,1.2947632785275662,0.052243305376959225,Muito Baixo
